;user_id_str;POS tagged;Subjectivity;Polarity;TextBlob
42;551984440;[('alfamart', 'r'), ('indomaret', 'a'), ('serta', 'n'), ('toserba', 'n'), ('amp', None), ('supermarket', 'n'), ('yg', 'n'), ('masih', 'n'), ('membuka', 'n'), ('layanan', 'n'), ('di', 'n'), ('hari', 'n'), ('raya', 'n'), ('jg', 'n')];0.0;0.0;Neutral
43;126539216;[('bca', 'n'), ('atm', 'n'), ('banyak', 'n'), ('di', 'a'), ('alfamart', 'n'), ('indomaret', 'n'), ('spbu', 'n'), ('layanan', 'n'), ('transaksi', 'n'), ('teller', 'n'), ('tercepat', 'n'), ('di', 'n'), ('indonesia', 'n'), ('kcp', 'n'), ('banyak', 'n')];0.0;0.0;Neutral
44;155504501;[('kecewa', 'n'), ('bgt', 'n'), ('sama', 'n'), ('layanan', 'n'), ('delivery', 'n'), ('alfa', 'n'), ('dulu', 'n'), ('selalu', 'n'), ('time', 'n'), ('skrg', 'a'), ('lambat', 'n'), ('bgt', 'n')];0.0;0.0;Neutral
45;1,06568E+18;[('bnr', 'n'), ('ngebantu', None), ('bgt', 'n'), ('bagi', 'n'), ('aku', 'n'), ('yg', 'n'), ('ga', 'n'), ('punya', 'n'), ('org', 'n'), ('yg', 'n'), ('bs', 'n'), ('ku', 'n'), ('mintai', 'n'), ('tolong', 'a'), ('sedih', 'n'), ('bgt', 'n'), ('utk', 'a'), ('aku', 'n'), ('yg', 'n'), ('lg', 'a'), ('sakit', 'n'), ('ampe', 'n'), ('mau', 'n'), ('bediri', 'n'), ('aja', 'n'), ('rasanya', 'n'), ('ga', 'n'), ('kuat', 'n'), ('apalagi', 'n'), ('jalan', 'n'), ('ke', None), ('gitu', 'n'), ('ya', 'n'), ('sedih', 'n'), ('tp', 'n'), ('makasih', 'n'), ('byk', 'n'), ('alfagift', 'n'), ('utk', 'a'), ('layanan', 'n'), ('home', 'n'), ('delivery', 'n'), ('yg', 'n'), ('sgt', 'n'), ('membantu', 'n'), ('ini', 'n'), ('feeong', 'a'), ('lg', 'n'), ('frowning', None), ('face', 'n'), ('loudly', 'r'), ('crying', None), ('face', 'n'), ('red', 'a'), ('heart', 'n')];0.3;-0.1;Negative
46;3399887298;[('dulu', 'n'), ('saya', 'n'), ('lebih', 'n'), ('sering', None), ('belanja', 'a'), ('di', 'a'), ('alfamart', 'n'), ('sekarang', 'n'), ('lebih', 'n'), ('sreg', 'n'), ('ke', 'n'), ('indomaret', 'a'), ('alasannya', 'n'), ('karena', 'n'), ('di', None), ('alfamart', 'r'), ('rasanya', 'a'), ('lebih', 'a'), ('lama', 'n'), ('layanan', 'n'), ('di', 'n'), ('kasir', 'n'), ('sehingga', 'n'), ('tidak', 'n'), ('jarang', 'n'), ('ketemu', 'n'), ('antrian', 'a'), ('dibanding', None), ('di', 'n'), ('indomaret', 'a'), ('kedua', 'n'), ('dia', 'n'), ('indomaret', 'a'), ('sering', None), ('ada', 'a'), ('atm', 'n'), ('sekalian', 'a'), ('jadinya', 'n')];0.0;0.0;Neutral
47;1,57896E+18;[('coba', 'n'), ('hubungi', 'n'), ('kontak', 'n'), ('layanan', 'n'), ('customer', 'n'), ('alfamart', 'n'), ('cabang', 'n'), ('itu', 'n'), ('aduin', 'n'), ('aja', 'n')];0.0;0.0;Neutral
48;289267785;[('hai', 'n'), ('family', 'n'), ('midi', None), ('sudah', 'n'), ('tau', 'n'), ('belum', 'n'), ('alfamidi', 'n'), ('udah', 'a'), ('menyediakan', 'n'), ('layanan', 'n'), ('antar', 'n'), ('loh', 'n'), ('yuk', 'n'), ('download', 'n'), ('aplikasi', 'n'), ('midi', 'n'), ('kriing', None), ('di', 'a'), ('hp', 'n'), ('mu', 'n'), ('atau', 'n'), ('bisa', 'n'), ('klik', 'n'), ('tautan', 'n'), ('untuk', 'a'), ('download', 'n'), ('aplikasinya', 'n'), ('terima', 'n'), ('kasih', 'n'), ('banyak', 'n'), ('np', 'n')];0.0;0.0;Neutral
49;1,18219E+18;[('rencananya', 'n'), ('mesin', 'n'), ('atm', 'n'), ('qris', 'n'), ('ditempatkan', 'a'), ('di', 'n'), ('titik', 'n'), ('titik', 'n'), ('yang', 'n'), ('banyak', 'n'), ('membutuhkan', 'n'), ('layanan', 'n'), ('seperti', 'n'), ('kantor', 'n'), ('pos', 'a'), ('alfamart', 'a'), ('dan', 'n'), ('kantor', 'n'), ('pemerintah', 'n'), ('di', 'n'), ('kabupaten', None), ('kota', 'a'), ('tujuannya', 'n'), ('agar', 'n'), ('lebih', 'n'), ('tertib', 'n'), ('membayar', 'n'), ('pajak', 'n'), ('kendaraan', 'n'), ('bermotor', 'n'), ('tandasnya', 'n')];0.0;0.0;Neutral
50;630259671;[('semurah', 'n'), ('apapun', 'n'), ('belanja', 'n'), ('di', 'n'), ('tiptop', 'n'), ('tetap', 'n'), ('memilih', 'n'), ('superindo', 'n'), ('indomaret', 'a'), ('alfamidi', 'a'), ('alfamart', 'n'), ('aneka', 'n'), ('buana', 'n'), ('dsb', 'n'), ('kecepatan', 'n'), ('layanan', 'n'), ('dikasir', 'n'), ('nomor', 'n'), ('buat', 'n'), ('saya', 'n'), ('promo', 'n'), ('point', 'n'), ('sekian', 'n')];0.0;0.0;Neutral
51;1,46065E+18;[('fitur', 'n'), ('dari', 'n'), ('layanan', 'n'), ('simobiplus', 'n'), ('ialah', 'a'), ('fitur', 'n'), ('lifestyle', 'a'), ('alfamart', 'n'), ('yuk', 'n'), ('ikutan', 'a'), ('besti', 'n'), ('banksinarmas', 'n'), ('berlahplussimobiplus', 'n')];0.0;0.0;Neutral
52;1,46065E+18;[('fitur', 'n'), ('dari', 'n'), ('layanan', 'n'), ('simobiplus', 'n'), ('ialah', 'a'), ('fitur', 'n'), ('lifestyle', 'a'), ('alfamart', 'n'), ('yuk', 'n'), ('ikutan', 'a'), ('besti', 'n'), ('banksinarmas', 'n'), ('berlahplussimobiplus', 'n')];0.0;0.0;Neutral
53;9,65872E+17;[('yuk', 'n'), ('ceritain', 'n'), ('keluhan', 'n'), ('kamu', None), ('di', 'a'), ('layanan', 'n'), ('cs', 'n'), ('dana', 'n'), ('email', 'n'), ('help', 'n'), ('dana', None), ('id', 'a'), ('kalo', 'n'), ('udah', 'a'), ('mohon', 'n'), ('ditunggu', 'n'), ('ya', 'n'), ('kak', 'n'), ('folded', None), ('hands', 'n'), ('thanks', 'n'), ('yu', None)];0.2;0.2;Positive
54;83074439;[('saya', 'n'), ('sendiri', 'n'), ('udah', 'a'), ('jarang', 'n'), ('pakai', 'n'), ('layanan', None), ('food', 'n'), ('delivery', 'n'), ('karena', 'n'), ('biayanya', 'n'), ('makin', None), ('besar', 'n'), ('grinning', None), ('face', 'n'), ('sweat', 'n'), ('buat', 'n'), ('belanja', 'n'), ('groceries', 'n'), ('sekarang', None), ('lebih', 'a'), ('sering', None), ('pakai', 'a'), ('alfagift', 'n'), ('karena', 'n'), ('cepet', 'n'), ('banget', 'n'), ('diantar', 'n'), ('dari', 'a'), ('alfamart', 'n'), ('terdekat', 'n'), ('dan', 'n'), ('tidak', 'n'), ('ada', 'n'), ('minimum', 'a'), ('order', 'n'), ('jadi', 'n'), ('tanpa', 'n'), ('promo', 'n'), ('pun', 'n'), ('ga', 'n'), ('masalah', 'n'), ('buat', 'n'), ('saya', 'n')];0.0;0.0;Neutral
55;32316500;[('kl', 'n'), ('di', 'n'), ('gianyar', 'n'), ('bali', 'a'), ('area', 'n'), ('rumah', 'n'), ('sering', None), ('belanja', 'a'), ('di', 'n'), ('clandys', 'n'), ('ary', 'a'), ('indomart', 'a'), ('alfamart', 'n'), ('alasannya', 'n'), ('krn', 'n'), ('deket', 'n'), ('rumah', 'n'), ('harga', None), ('ok', 'a'), ('atau', None), ('ada', 'a'), ('layanan', 'a'), ('delivery', 'n'), ('kl', 'n'), ('ke', 'n'), ('denpasar', 'n'), ('br', 'n'), ('melipir', 'n'), ('ke', 'n'), ('grand', 'a'), ('lucky', 'a'), ('papaya', 'n'), ('pepito', 'n'), ('ud', 'a'), ('ga', 'n'), ('pernah', 'n'), ('ke', 'n'), ('lotte', 'n'), ('mart', 'n'), ('amp', None), ('transmart', 'n'), ('barang', 'n'), ('ga', 'n'), ('lengkap', 'n'), ('amp', 'n'), ('jauh', 'n')];0.7777777777777778;0.4444444444444444;Positive
56;620977821;[('layanan', 'n'), ('halo', 'n'), ('bca', 'n'), ('untuk', 'a'), ('pengecekan', 'n'), ('lebih', 'n'), ('lanjut', 'n'), ('karena', 'n'), ('membutuhkan', 'n'), ('proses', None), ('verifikasi', 'a'), ('data', 'n'), ('melalui', 'n'), ('telepon', None), ('sebagai', 'a'), ('informasi', 'n'), ('saat', 'n'), ('ini', 'n'), ('ada', 'n'), ('cara', 'n'), ('lain', 'n'), ('menghubungi', 'n'), ('halo', 'n'), ('bca', 'n'), ('menggunakan', 'n'), ('akses', None), ('data', 'n'), ('internet', 'n'), ('tanpa', 'n'), ('pulsa', 'n'), ('yaitu', 'n'), ('menggunakan', 'n'), ('aplikasi', 'n'), ('halobca', 'n'), ('yang', 'n'), ('giyo', 'n')];0.0;0.0;Neutral
57;3711634338;[('hi', 'n'), ('leminz', 'n'), ('selain', 'n'), ('melalui', 'a'), ('alfamart', 'n'), ('kamu', 'n'), ('bisa', 'n'), ('menggunakan', 'n'), ('layanan', 'n'), ('melalui', 'n'), ('le', 'a'), ('minerale', 'a'), ('delivery', 'n'), ('langsung', 'n'), ('whatsapp', 'n'), ('ke', 'n'), ('ya', 'n'), ('thankyou', 'n'), ('smiling', None), ('face', 'n'), ('smiling', None), ('eyes', 'n')];0.0;0.0;Neutral
58;1398703135;[('akun', 'n'), ('resmi', 'n'), ('medsos', 'n'), ('bri', 'n'), ('sudah', 'n'), ('ter', 'n'), ('verified', None), ('ya', 'a'), ('untuk', 'a'), ('mendapatkan', 'n'), ('layanan', 'n'), ('yang', 'n'), ('lebih', 'n'), ('seru', 'n'), ('silakan', 'a'), ('menghubungi', 'n'), ('contact', 'n'), ('bri', None), ('sabrina', 'a'), ('whatsapp', 'n'), ('tks', 'n'), ('oris', 'n')];0.0;0.0;Neutral
59;589600174;[('toko', 'n'), ('retail', 'a'), ('yang', 'n'), ('telah', 'n'), ('bekerjasama', 'n'), ('indomaret', 'a'), ('alfamart', 'n'), ('alfamidi', 'n'), ('lawson', 'n'), ('superindo', 'a'), ('hypermart', 'a'), ('circle', 'n'), ('k', 'n'), ('dan', None), ('family', 'n'), ('mart', 'n'), ('layanan', 'n'), ('e', 'n'), ('commerce', 'n'), ('halte', 'n'), ('transjakarta', 'n'), ('gerbang', 'n'), ('gerbang', 'n'), ('tol', 'n'), ('utama', 'n'), ('cabang', None), ('bank', 'n'), ('mandiri', 'n')];0.0;0.0;Neutral
60;69490387;[('min', 'n'), ('pernah', 'n'), ('kepikiran', None), ('ga', 'a'), ('buat', 'n'), ('memikirkan', 'n'), ('fasilitas', 'n'), ('keamanan', None), ('memanfaatkan', 'a'), ('layanan', 'n'), ('jasa', 'n'), ('satuan', 'a'), ('pengamanan', 'n'), ('di', 'n'), ('hrd', 'n'), ('nya', 'n')];0.0;0.0;Neutral
61;620977821;[('kami', 'n'), ('turut', 'n'), ('prihatin', 'n'), ('atas', 'a'), ('kendalanya', 'n'), ('ibu', 'n'), ('mengajukan', 'n'), ('refund', 'n'), ('ke', None), ('layanan', 'a'), ('apa', 'n'), ('tks', 'n'), ('slightly', 'r'), ('smiling', None), ('face', 'n'), ('tian', 'n')];0.16666666666666666;-0.16666666666666666;Negative
62;255409050;[('maksud', 'n'), ('dari', None), ('virtual', 'a'), ('account', 'n'), ('itu', 'a'), ('nomor', 'a'), ('virtual', 'a'), ('account', 'n'), ('dari', 'n'), ('masing', None), ('masing', None), ('layanan', 'a'), ('perbankan', 'a'), ('kak', 'n'), ('kamu', 'n'), ('juga', 'n'), ('bisa', 'n'), ('bayar', 'n'), ('pascabayr', 'n'), ('di', 'n'), ('gerai', 'n'), ('retail', 'a'), ('alfamart', 'n'), ('indomaret', 'n'), ('pegadaian', 'a'), ('pos', 'n'), ('makasih', 'n'), ('rasya', 'n')];0.0;0.0;Neutral
63;141500996;[('tidak', 'n'), ('dikenakan', 'n'), ('biaya', 'n'), ('dan', 'n'), ('indomaret', 'a'), ('atau', 'a'), ('alfamart', 'n'), ('dikenakan', 'n'), ('biaya', 'n'), ('rp', 'n'), ('transaksi', 'a'), ('bsi', 'a'), ('net', 'n'), ('banking', 'n'), ('atau', 'n'), ('melalui', 'n'), ('layanan', 'n'), ('kantor', 'n'), ('cabang', 'n'), ('bsi', 'n'), ('dengan', 'a'), ('membawa', 'a'), ('buku', 'n'), ('tabungan', 'n'), ('kartu', None), ('atm', 'a'), ('dan', 'n'), ('ktp', 'n'), ('asli', 'n'), ('mohon', 'n'), ('tidak', 'n'), ('memberikan', 'n'), ('data', 'n'), ('pribadi', 'n'), ('yang', 'n'), ('bersifat', 'n'), ('rahasia', 'n'), ('cont', 'n')];0.0;0.0;Neutral
64;949032626;[('baik', 'n'), ('apabila', 'n'), ('masih', 'n'), ('terkendala', 'n'), ('kami', 'n'), ('sarankan', 'a'), ('melalui', 'n'), ('layanan', 'n'), ('dm', 'n'), ('ini', 'n'), ('untuk', 'a'), ('proses', 'n'), ('tindak', None), ('lanjut', 'a'), ('ya', 'n'), ('terima', 'n'), ('kasih', 'n'), ('hamdan', 'n')];0.0;0.0;Neutral
65;3272444328;[('atau', 'n'), ('melalui', 'n'), ('mitra', 'a'), ('kerjasama', 'n'), ('kami', 'n'), ('seperti', 'n'), ('indomaret', 'a'), ('alfamart', 'n'), ('dan', 'n'), ('alfamidi', 'n'), ('namun', 'n'), ('keluhan', 'n'), ('kakak', None), ('akan', 'a'), ('menjadi', 'n'), ('perhatian', 'a'), ('dalam', 'n'), ('meningkatkan', 'n'), ('kualitas', 'n'), ('layanan', None), ('bni', 'a'), ('kedepannya', 'n'), ('waspada', 'n'), ('ya', 'n'), ('kak', None), ('dengan', 'a'), ('info', 'a'), ('perubahan', 'n'), ('biaya', 'n'), ('transfer', 'n'), ('online', 'n'), ('antar', 'n'), ('bank', 'n'), ('dan', 'n'), ('info', 'n'), ('lainnya', 'n')];0.0;0.0;Neutral
66;589600174;[('toko', 'n'), ('retail', 'a'), ('yg', 'n'), ('telah', 'n'), ('bekerjasama', 'n'), ('indomaret', 'a'), ('alfamart', 'n'), ('alfamidi', 'n'), ('lawson', 'n'), ('superindo', 'a'), ('hypermart', 'a'), ('circle', 'n'), ('k', 'n'), ('dan', None), ('family', 'n'), ('mart', 'n'), ('layanan', 'n'), ('e', 'n'), ('commerce', 'n'), ('halte', 'n'), ('transjakarta', 'n'), ('gerbang', 'n'), ('gerbang', 'n'), ('tol', 'n'), ('utama', 'a'), ('kc', 'n'), ('bank', 'n'), ('mandiri', 'n')];0.0;0.0;Neutral
67;1355939492;[('akun', 'n'), ('resmi', 'n'), ('media', 'n'), ('sosial', 'a'), ('bri', 'n'), ('sudah', 'n'), ('ter', 'n'), ('verified', None), ('ya', 'a'), ('untuk', 'a'), ('mendapatkan', 'n'), ('layanan', 'n'), ('yang', 'n'), ('lebih', 'n'), ('seru', 'n'), ('silakan', 'a'), ('menghubungi', 'n'), ('contact', 'n'), ('bri', None), ('sabrina', 'a'), ('whatsapp', 'n'), ('tks', 'n'), ('sora', 'n')];0.0;0.0;Neutral
68;7,65035E+17;[('waduh', 'n'), ('kak', None), ('ale', 'a'), ('jika', 'n'), ('masih', 'n'), ('terkendala', 'n'), ('melakukan', 'n'), ('pembayaran', 'n'), ('bisa', 'n'), ('melalui', 'n'), ('atm', 'a'), ('banking', 'n'), ('link', 'n'), ('aja', None), ('tokopedia', 'a'), ('plasa', 'n'), ('telkom', 'n'), ('indomaret', 'a'), ('kantor', 'n'), ('pos', 'n'), ('alfamidi', None), ('alfamart', 'n'), ('pembayaran', 'n'), ('menggunakan', 'n'), ('nomer', 'n'), ('layanan', 'n'), ('internet', 'n'), ('yang', 'n'), ('terdiri', 'n'), ('dari', 'n'), ('digit', 'n'), ('angka', 'a'), ('dan', 'n'), ('diawali', 'n'), ('angka', None)];0.0;0.0;Neutral
69;7,65035E+17;[('waduh', 'n'), ('sobat', 'n'), ('jika', None), ('masih', 'n'), ('terkendala', 'n'), ('melakukan', 'n'), ('pembayaran', 'n'), ('bisa', 'n'), ('melalui', 'n'), ('atm', 'a'), ('banking', 'n'), ('link', 'n'), ('aja', None), ('tokopedia', 'a'), ('plasa', 'n'), ('telkom', 'n'), ('indomaret', 'a'), ('kantor', 'n'), ('pos', 'n'), ('alfamidi', None), ('alfamart', 'n'), ('pembayaran', 'n'), ('menggunakan', 'n'), ('nomer', 'n'), ('layanan', 'n'), ('internet', 'n'), ('yang', 'n'), ('terdiri', 'n'), ('dari', 'n'), ('digit', 'n'), ('angka', 'a'), ('dan', 'n'), ('diawali', 'n'), ('angka', None)];0.0;0.0;Neutral
70;9,65872E+17;[('hi', 'n'), ('kak', 'n'), ('biar', 'n'), ('keluhan', 'n'), ('cepet', 'n'), ('ditangani', 'n'), ('yuk', 'n'), ('hubungi', 'n'), ('layanan', 'r'), ('live', 'a'), ('chat', 'n'), ('kami', None), ('caranya', 'a'), ('gampang', 'n'), ('buka', 'n'), ('aplikasi', 'n'), ('dana', 'n'), ('pilih', 'n'), ('menu', None), ('saya', None), ('klik', 'a'), ('resolution', 'n'), ('center', 'n'), ('pusat', None), ('resolusi', 'a'), ('klik', 'n'), ('menu', 'n'), ('chat', None), ('obrolan', None), ('pada', None), ('pojok', 'a'), ('kanan', 'n'), ('bawah', 'n'), ('pilih', 'n'), ('kendala', 'n'), ('yang', 'n'), ('sesuai', 'n'), ('tks', 'n'), ('nd', 'n')];0.3;0.018181818181818174;Positive
71;1,63425E+18;[('halo', 'n'), ('min', 'n'), ('apakah', 'n'), ('layanan', 'n'), ('dana', 'n'), ('sedang', 'n'), ('bermasalah', 'n'), ('soal', 'n'), ('nya', 'a'), ('saya', 'n'), ('mengisi', 'n'), ('dana', 'n'), ('di', 'a'), ('alfamart', 'n'), ('k', 'n'), ('yang', 'n'), ('nyampe', None), ('k', None), ('itu', 'a'), ('gimana', 'n'), ('yah', 'n'), ('min', 'n')];0.0;0.0;Neutral
72;489137471;[('pengalaman', 'n'), ('perbedaan', 'n'), ('layanan', 'n'), ('berisiko', 'n'), ('error', 'n'), ('dana', 'n'), ('ngga', 'a'), ('masuk', 'n'), ('dulu', 'n'), ('pernah', 'n'), ('kejadian', 'a'), ('di', 'a'), ('alfamart', 'n'), ('dana', 'n'), ('udah', 'a'), ('kepotong', 'a'), ('tapi', 'n'), ('ga', 'n'), ('masuk', 'n'), ('di', 'n'), ('sisi', 'n'), ('mereka', 'n')];0.0;0.0;Neutral
73;141500996;[('assalamualaikum', 'n'), ('kak', 'n'), ('terima', 'n'), ('kasih', 'n'), ('telah', 'n'), ('menghubungi', 'n'), ('layanan', 'n'), ('kami', 'n'), ('dapat', 'n'), ('kami', 'n'), ('informasikan', 'a'), ('untuk', 'a'), ('transaksi', 'n'), ('tarik', 'n'), ('tunai', 'n'), ('tanpa', 'n'), ('kartu', 'n'), ('debit', 'n'), ('cardless', 'a'), ('dapat', 'n'), ('dilakukan', 'n'), ('melalui', 'n'), ('mesin', 'n'), ('atm', 'n'), ('bsi', 'n'), ('indomaret', 'a'), ('dan', 'n'), ('alfamart', 'n'), ('ya', 'n'), ('kak', None), ('untuk', 'a'), ('transaksi', 'n'), ('cardless', 'n'), ('melalui', 'n'), ('cont', 'n')];0.0;0.0;Neutral
74;104065886;[('langsung', 'n'), ('buruan', 'n'), ('di', 'n'), ('cek', 'n'), ('yuk', 'n'), ('katalog', 'n'), ('promo', 'n'), ('jsm', 'n'), ('alfamauntuk', 'n'), ('besok', 'n'), ('berlaku', 'n'), ('mulai', 'n'), ('tanggal', 'a'), ('desember', 'n'), ('yuk', 'n'), ('buruan', 'a'), ('ke', 'a'), ('alfamart', 'n'), ('terdekat', 'n'), ('hari', 'n'), ('ini', 'n'), ('atau', 'n'), ('bisa', 'n'), ('lewat', 'n'), ('aplikasi', 'n'), ('alfagift', 'n'), ('biar', 'n'), ('belanja', 'n'), ('jadimakin', 'n'), ('mudah', 'n'), ('cepat', 'n'), ('dan', 'n'), ('hemat', 'n'), ('dengan', 'n'), ('layanan', None), ('siap', 'a'), ('antar', 'n'), ('gratis', 'n'), ('ongkir', 'n')];0.0;0.0;Neutral
75;168341594;[('sama', 'n'), ('aja', 'n'), ('bro', 'n'), ('di', None), ('offline', 'n'), ('juga', 'n'), ('kena', 'n'), ('parkir', 'n'), ('malah', 'n'), ('kalau', 'n'), ('di', 'n'), ('kali', 'n'), ('satu', 'n'), ('bulan', 'n'), ('lebih', None), ('mahal', 'a'), ('lagj', 'n'), ('victory', 'n'), ('hand', 'n'), ('asal', 'n'), ('layanan', 'n'), ('sebanding', None), ('ok', 'a'), ('aja', 'n'), ('lah', 'n'), ('kl', 'n'), ('saya', 'n'), ('anggep', 'n'), ('aja', 'n'), ('tukang', 'n'), ('parkir', 'n'), ('online', 'n'), ('grinning', None), ('face', 'n'), ('smiling', None), ('eyes', 'n')];0.5;0.5;Positive
76;184313539;[('pesanan', 'n'), ('baru', 'n'), ('saya', 'n'), ('terima', 'n'), ('terima', 'n'), ('kasih', 'n'), ('cukup', 'n'), ('sekali', 'n'), ('ini', 'n'), ('saja', 'n'), ('menggunakan', 'n'), ('layanan', 'a'), ('delivery', 'n'), ('dari', 'n'), ('whatsapp', 'n'), ('alfacare', 'n'), ('sampe', 'a'), ('medsos', 'n'), ('pun', 'n'), ('gak', 'n'), ('ada', 'n'), ('gercepnya', 'n'), ('sama', 'n'), ('sekali', 'n'), ('gak', 'n'), ('ada', None), ('respon', 'n'), ('pantesan', 'a'), ('kalah', 'n'), ('sama', 'n'), ('yang', 'n'), ('delivery', 'n'), ('nya', 'n'), ('memuaskan', 'n'), ('sesuai', 'n'), ('estimasi', 'n'), ('hehehe', 'n')];0.0;0.0;Neutral
77;9,65872E+17;[('hai', 'n'), ('kak', 'n'), ('maaf', 'n'), ('dah', 'n'), ('bikin', None), ('kamu', 'n'), ('nggak', 'n'), ('tenang', 'n'), ('apabila', 'n'), ('kakak', 'n'), ('menalami', 'n'), ('kendala', 'n'), ('top', None), ('pada', 'a'), ('alfamart', 'n'), ('kakak', 'n'), ('dapat', 'n'), ('melakukan', 'n'), ('top', None), ('melalui', 'a'), ('metode', 'n'), ('lainnya', 'n'), ('jika', None), ('masih', 'n'), ('terkendala', 'n'), ('silakan', 'a'), ('hubungi', 'n'), ('layanan', 'n'), ('asisten', 'a'), ('digital', 'a'), ('diana', 'n'), ('kalo', 'n'), ('udh', 'a'), ('yuk', 'n'), ('dm', 'n'), ('kami', None), ('laporannya', 'a'), ('makasi', 'n'), ('mc', 'n')];0.3333333333333333;0.3333333333333333;Positive
78;1,30933E+18;[('lokasi', 'n'), ('layanan', 'n'), ('sim', 'n'), ('keliling', None), ('sukabumi', 'a'), ('pada', 'n'), ('hari', 'n'), ('ini', 'n'), ('rabu', 'n'), ('juni', 'n'), ('berlokasi', 'n'), ('di', 'a'), ('alfamart', 'n'), ('cikawung', 'n'), ('nyalindung', 'n'), ('mulai', 'n'), ('pukul', 'n'), ('wib', 'n')];0.0;0.0;Neutral
79;1,30933E+18;[('lokasi', 'n'), ('layanan', 'n'), ('sim', 'n'), ('keliling', None), ('bogor', 'n'), ('pada', 'n'), ('hari', 'n'), ('ini', 'n'), ('rabu', 'n'), ('mei', 'n'), ('berlokasi', 'n'), ('di', 'a'), ('alfamart', 'n'), ('spbu', 'n'), ('cinangneng', 'n'), ('waktu', 'n'), ('pendaftaran', 'n'), ('mulai', 'n'), ('pukul', 'n'), ('wib', 'n')];0.0;0.0;Neutral
80;1,30933E+18;[('lokasi', 'n'), ('layanan', 'n'), ('sim', 'n'), ('keliling', None), ('sukabumi', 'a'), ('pada', 'n'), ('hari', 'n'), ('ini', 'n'), ('rabu', 'n'), ('mei', 'n'), ('berlokasi', 'n'), ('di', 'a'), ('alfamart', 'n'), ('cikawung', 'n'), ('nyalindung', 'n'), ('mulai', 'n'), ('pukul', 'n'), ('wib', 'n')];0.0;0.0;Neutral
81;1,10512E+18;[('kalo', 'n'), ('udah', 'a'), ('gini', 'n'), ('harusnya', 'n'), ('sih', 'n'), ('nanya', 'a'), ('ke', 'n'), ('gojek', 'n'), ('bukan', 'n'), ('ke', 'n'), ('driver', 'n'), ('apalagi', 'n'), ('status', 'n'), ('driver', 'n'), ('cuma', None), ('mitra', 'a'), ('kerja', 'n'), ('dan', 'n'), ('biaya', 'n'), ('layanan', 'n'), ('termasuk', 'n'), ('parkir', 'n'), ('ini', 'n'), ('ga', 'n'), ('di', 'n'), ('semua', 'n'), ('resto', 'n'), ('bisa', 'n'), ('jg', 'n'), ('casenya', 'n'), ('resto', 'n'), ('gratis', 'n'), ('parkir', 'n'), ('tp', 'n'), ('ternyata', 'n'), ('ada', 'n'), ('tukang', 'n'), ('parkir', 'n'), ('mirip', 'n'), ('di', 'n'), ('indo', 'a'), ('alfamart', 'n'), ('gitu', 'n')];0.0;0.0;Neutral
82;7,65035E+17;[('nio', 'a'), ('sarankan', 'n'), ('kakak', 'n'), ('mencoba', 'n'), ('menggunakan', 'n'), ('metode', 'n'), ('pembayaran', 'n'), ('lainnya', 'n'), ('seperti', 'a'), ('banking', 'n'), ('ovo', 'n'), ('shopee', 'n'), ('atm', None), ('lazada', 'a'), ('alfamart', 'n'), ('atau', 'n'), ('indomaret', 'a'), ('mohon', 'n'), ('menginformasikan', 'n'), ('data', 'n'), ('berikut', 'n'), ('via', None), ('dm', 'n'), ('agar', 'n'), ('dapat', 'n'), ('dibantu', 'n'), ('lakukan', 'a'), ('pengecekan', 'n'), ('layanan', 'a'), ('nama', 'n'), ('pelanggan', 'a'), ('alamat', 'a'), ('instalasi', 'n'), ('nio', 'n')];0.0;0.0;Neutral
83;132858139;[('setau', 'n'), ('sy', 'a'), ('alfamart', 'n'), ('selalu', 'n'), ('ada', None), ('sedia', 'a'), ('wc', 'n'), ('untuk', 'a'), ('pelanggannya', 'n'), ('tapi', 'n'), ('yg', 'n'), ('satu', 'n'), ('ini', 'n'), ('belum', 'n'), ('ada', 'n'), ('gimana', 'n'), ('layanan', 'n'), ('ya', 'n')];0.0;0.0;Neutral
84;1522337929;[('slm', 'n'), ('silakan', 'n'), ('dapat', 'n'), ('pengisian', 'a'), ('formulir', 'n'), ('layanan', 'n'), ('pandawa', 'n'), ('saat', 'n'), ('peralihan', 'n'), ('pbpu', 'n'), ('mandiri', 'n'), ('pembayaran', 'n'), ('pertama', 'n'), ('bisa', 'n'), ('melalui', 'n'), ('atm', None), ('bank', 'n'), ('kantor', 'n'), ('pos', 'a'), ('alfamart', 'n'), ('indomaret', 'n'), ('loket', 'n'), ('loket', 'n'), ('ppob', 'n'), ('lalu', 'n'), ('pembayaran', 'n'), ('bulan', 'n'), ('berikutnya', None), ('akan', 'a'), ('secara', 'n'), ('autodebit', 'n'), ('sesuai', 'a'), ('rekening', None), ('yang', 'n'), ('didaftarkan', 'n'), ('tks', 'n'), ('mita', 'n')];0.0;0.0;Neutral
